pc,side,rank,term
PC20,pos,1,295
PC20,pos,2,295 133
PC20,pos,3,high school
PC20,pos,4,smartlabs
PC20,pos,5,smartlabs 2023
PC20,pos,6,pnrr smartlabs
PC20,pos,7,school
PC20,pos,8,pnrr
PC20,pos,9,133
PC20,pos,10,shall
PC20,pos,11,2023
PC20,pos,12,smart
PC20,pos,13,high
PC20,pos,14,smart laboratories
PC20,pos,15,secretary
PC20,pos,16,generative
PC20,pos,17,generative ai
PC20,pos,18,laboratories
PC20,pos,19,college
PC20,pos,20,equipment
PC20,pos,21,00
PC20,pos,22,133 90
PC20,pos,23,services
PC20,pos,24,date
PC20,pos,25,liability
PC20,pos,26,school smart
PC20,pos,27,90
PC20,pos,28,technological high
PC20,pos,29,skills
PC20,pos,30,companies
PC20,neg,1,research
PC20,neg,2,sec
PC20,neg,3,science
PC20,neg,4,national
PC20,neg,5,machine learning
PC20,neg,6,machine
PC20,neg,7,scientific
PC20,neg,8,development
PC20,neg,9,science technology
PC20,neg,10,human
PC20,neg,11,learning
PC20,neg,12,innovation
PC20,neg,13,decision
PC20,neg,14,quality
PC20,neg,15,technology
PC20,neg,16,security
PC20,neg,17,rights
PC20,neg,18,policy
PC20,neg,19,inserting
PC20,neg,20,striking
PC20,neg,21,institute
PC20,neg,22,decision making
PC20,neg,23,000
PC20,neg,24,public
PC20,neg,25,guideline
PC20,neg,26,human rights
PC20,neg,27,ethics
PC20,neg,28,systems
PC20,neg,29,principles
PC20,neg,30,ethical
PC21,pos,1,sec
PC21,pos,2,systems
PC21,pos,3,security
PC21,pos,4,eu
PC21,pos,5,european
PC21,pos,6,295
PC21,pos,7,subtitle
PC21,pos,8,cyber
PC21,pos,9,states
PC21,pos,10,295 133
PC21,pos,11,united
PC21,pos,12,safety
PC21,pos,13,high school
PC21,pos,14,high
PC21,pos,15,smartlabs
PC21,pos,16,united states
PC21,pos,17,smartlabs 2023
PC21,pos,18,pnrr smartlabs
PC21,pos,19,smart
PC21,pos,20,personal
PC21,pos,21,pnrr
PC21,pos,22,health
PC21,pos,23,133
PC21,pos,24,energy
PC21,pos,25,personal data
PC21,pos,26,https
PC21,pos,27,protection
PC21,pos,28,technologies
PC21,pos,29,human
PC21,pos,30,risk
PC21,neg,1,contained
PC21,neg,2,provision
PC21,neg,3,house
PC21,neg,4,senate
PC21,neg,5,amendment
PC21,neg,6,000
PC21,neg,7,provision sec
PC21,neg,8,senate amendment
PC21,neg,9,public
PC21,neg,10,amendment contained
PC21,neg,11,house contained
PC21,neg,12,contained similar
PC21,neg,13,recedes
PC21,neg,14,contained provision
PC21,neg,15,similar provision
PC21,neg,16,secretary
PC21,neg,17,shall
PC21,neg,18,similar
PC21,neg,19,article
PC21,neg,20,ai
PC21,neg,21,government
PC21,neg,22,6601
PC21,neg,23,house recedes
PC21,neg,24,conferees
PC21,neg,25,uk
PC21,neg,26,education
PC21,neg,27,provision house
PC21,neg,28,paragraph
PC21,neg,29,learning
PC21,neg,30,section
PC22,pos,1,295
PC22,pos,2,295 133
PC22,pos,3,public
PC22,pos,4,high school
PC22,pos,5,smartlabs
PC22,pos,6,smartlabs 2023
PC22,pos,7,pnrr smartlabs
PC22,pos,8,pnrr
PC22,pos,9,133
PC22,pos,10,school
PC22,pos,11,national
PC22,pos,12,2023
PC22,pos,13,smart laboratories
PC22,pos,14,government
PC22,pos,15,smart
PC22,pos,16,laboratories
PC22,pos,17,sec
PC22,pos,18,research
PC22,pos,19,public sector
PC22,pos,20,college
PC22,pos,21,133 90
PC22,pos,22,high
PC22,pos,23,machine
PC22,pos,24,school smart
PC22,pos,25,00
PC22,pos,26,technological high
PC22,pos,27,science
PC22,pos,28,sector
PC22,pos,29,translated
PC22,pos,30,machine translated
PC22,neg,1,skills
PC22,neg,2,digital
PC22,neg,3,european
PC22,neg,4,eu
PC22,neg,5,personal
PC22,neg,6,shall
PC22,neg,7,economy
PC22,neg,8,personal data
PC22,neg,9,liability
PC22,neg,10,secretary
PC22,neg,11,market
PC22,neg,12,new
PC22,neg,13,models
PC22,neg,14,jobs
PC22,neg,15,states
PC22,neg,16,europe
PC22,neg,17,companies
PC22,neg,18,growth
PC22,neg,19,vietnam
PC22,neg,20,digital skills
PC22,neg,21,united
PC22,neg,22,united states
PC22,neg,23,global
PC22,neg,24,2018
PC22,neg,25,training
PC22,neg,26,workers
PC22,neg,27,technologies
PC22,neg,28,digital economy
PC22,neg,29,business
PC22,neg,30,damage
PC23,pos,1,sec
PC23,pos,2,ai
PC23,pos,3,public
PC23,pos,4,uk
PC23,pos,5,article
PC23,pos,6,government
PC23,pos,7,generative
PC23,pos,8,personal data
PC23,pos,9,personal
PC23,pos,10,generative ai
PC23,pos,11,service
PC23,pos,12,subtitle
PC23,pos,13,la
PC23,pos,14,sector
PC23,pos,15,services
PC23,pos,16,business
PC23,pos,17,companies
PC23,pos,18,www
PC23,pos,19,application
PC23,pos,20,authority
PC23,pos,21,ar
PC23,pos,22,processing
PC23,pos,23,ser
PC23,pos,24,https www
PC23,pos,25,online
PC23,pos,26,models
PC23,pos,27,gov
PC23,pos,28,local
PC23,pos,29,controller
PC23,pos,30,ticle
PC23,neg,1,european
PC23,neg,2,eu
PC23,neg,3,human
PC23,neg,4,research
PC23,neg,5,systems
PC23,neg,6,decision
PC23,neg,7,digital
PC23,neg,8,rights
PC23,neg,9,europe
PC23,neg,10,secretary
PC23,neg,11,decision making
PC23,neg,12,commission
PC23,neg,13,human rights
PC23,neg,14,000
PC23,neg,15,defense
PC23,neg,16,europa
PC23,neg,17,europa eu
PC23,neg,18,making
PC23,neg,19,295
PC23,neg,20,horizon
PC23,neg,21,ec
PC23,neg,22,risk
PC23,neg,23,bias
PC23,neg,24,ai systems
PC23,neg,25,2020
PC23,neg,26,295 133
PC23,neg,27,european commission
PC23,neg,28,privacy
PC23,neg,29,security
PC23,neg,30,algorithmic
PC24,pos,1,sec
PC24,pos,2,education
PC24,pos,3,skills
PC24,pos,4,training
PC24,pos,5,european
PC24,pos,6,eu
PC24,pos,7,data
PC24,pos,8,decision
PC24,pos,9,research
PC24,pos,10,digital skills
PC24,pos,11,decision making
PC24,pos,12,liability
PC24,pos,13,students
PC24,pos,14,digital
PC24,pos,15,bias
PC24,pos,16,making
PC24,pos,17,article
PC24,pos,18,project
PC24,pos,19,programme
PC24,pos,20,algorithmic
PC24,pos,21,educational
PC24,pos,22,review
PC24,pos,23,subtitle
PC24,pos,24,horizon
PC24,pos,25,members
PC24,pos,26,higher education
PC24,pos,27,europe
PC24,pos,28,program
PC24,pos,29,higher
PC24,pos,30,europa
PC24,neg,1,personal
PC24,neg,2,personal data
PC24,neg,3,security
PC24,neg,4,technology
PC24,neg,5,systems
PC24,neg,6,energy
PC24,neg,7,technologies
PC24,neg,8,global
PC24,neg,9,development
PC24,neg,10,infrastructure
PC24,neg,11,contained
PC24,neg,12,cyber
PC24,neg,13,production
PC24,neg,14,processing
PC24,neg,15,industrial
PC24,neg,16,industry
PC24,neg,17,privacy
PC24,neg,18,manufacturing
PC24,neg,19,provision
PC24,neg,20,https
PC24,neg,21,growth
PC24,neg,22,house
PC24,neg,23,protection
PC24,neg,24,economic
PC24,neg,25,senate
PC24,neg,26,machine
PC24,neg,27,information
PC24,neg,28,national
PC24,neg,29,united
PC24,neg,30,amendment
PC25,pos,1,health
PC25,pos,2,care
PC25,pos,3,research
PC25,pos,4,medical
PC25,pos,5,information
PC25,pos,6,healthcare
PC25,pos,7,services
PC25,pos,8,patient
PC25,pos,9,patients
PC25,pos,10,health care
PC25,pos,11,systems
PC25,pos,12,social
PC25,pos,13,https
PC25,pos,14,access
PC25,pos,15,service
PC25,pos,16,education
PC25,pos,17,people
PC25,pos,18,clinical
PC25,pos,19,digital health
PC25,pos,20,health data
PC25,pos,21,ministry
PC25,pos,22,electronic
PC25,pos,23,health information
PC25,pos,24,treatment
PC25,pos,25,social care
PC25,pos,26,diseases
PC25,pos,27,public
PC25,pos,28,population
PC25,pos,29,health social
PC25,pos,30,nsf
PC25,neg,1,machine learning
PC25,neg,2,learning
PC25,neg,3,uk
PC25,neg,4,machine
PC25,neg,5,sec
PC25,neg,6,model
PC25,neg,7,models
PC25,neg,8,regulatory
PC25,neg,9,united
PC25,neg,10,companies
PC25,neg,11,innovation
PC25,neg,12,quality
PC25,neg,13,industrial
PC25,neg,14,government
PC25,neg,15,states
PC25,neg,16,economy
PC25,neg,17,united states
PC25,neg,18,guideline
PC25,neg,19,investment
PC25,neg,20,industry
PC25,neg,21,growth
PC25,neg,22,bias
PC25,neg,23,quality management
PC25,neg,24,economic
PC25,neg,25,learning quality
PC25,neg,26,gov uk
PC25,neg,27,algorithmic
PC25,neg,28,global
PC25,neg,29,international
PC25,neg,30,governance
PC26,pos,1,research
PC26,pos,2,liability
PC26,pos,3,digital
PC26,pos,4,del
PC26,pos,5,damage
PC26,pos,6,uk
PC26,pos,7,article
PC26,pos,8,servicio
PC26,pos,9,pcm
PC26,pos,10,nacional
PC26,pos,11,transformacion
PC26,pos,12,transformacion digital
PC26,pos,13,innovation
PC26,pos,14,indicador
PC26,pos,15,vehicle
PC26,pos,16,gobierno
PC26,pos,17,science
PC26,pos,18,del servicio
PC26,pos,19,caused
PC26,pos,20,technology
PC26,pos,21,person
PC26,pos,22,damage caused
PC26,pos,23,vehicles
PC26,pos,24,systems
PC26,pos,25,secretaria
PC26,pos,26,national
PC26,pos,27,fault
PC26,pos,28,law
PC26,pos,29,gobierno transformacion
PC26,pos,30,del sistema
PC26,neg,1,la
PC26,neg,2,education
PC26,neg,3,training
PC26,neg,4,que
PC26,neg,5,el
PC26,neg,6,generative
PC26,neg,7,https
PC26,neg,8,plan
PC26,neg,9,generative ai
PC26,neg,10,skills
PC26,neg,11,social
PC26,neg,12,brussels
PC26,neg,13,en
PC26,neg,14,public
PC26,neg,15,translated
PC26,neg,16,rights
PC26,neg,17,machine translated
PC26,neg,18,translated google
PC26,neg,19,human
PC26,neg,20,google
PC26,neg,21,du
PC26,neg,22,governance
PC26,neg,23,development
PC26,neg,24,se
PC26,neg,25,donnees
PC26,neg,26,human rights
PC26,neg,27,le
PC26,neg,28,ou
PC26,neg,29,oecd
PC26,neg,30,eu
PC27,pos,1,models
PC27,pos,2,research
PC27,pos,3,generative
PC27,pos,4,generative ai
PC27,pos,5,personal data
PC27,pos,6,project
PC27,pos,7,personal
PC27,pos,8,model
PC27,pos,9,language
PC27,pos,10,foundation models
PC27,pos,11,foundation
PC27,pos,12,projects
PC27,pos,13,processing
PC27,pos,14,decision
PC27,pos,15,https
PC27,pos,16,defense
PC27,pos,17,companies
PC27,pos,18,ai models
PC27,pos,19,decision making
PC27,pos,20,scientific
PC27,pos,21,bias
PC27,pos,22,del
PC27,pos,23,large
PC27,pos,24,making
PC27,pos,25,program
PC27,pos,26,funding
PC27,pos,27,www
PC27,pos,28,pcm
PC27,pos,29,https www
PC27,pos,30,algorithmic
PC27,neg,1,liability
PC27,neg,2,damage
PC27,neg,3,learning
PC27,neg,4,education
PC27,neg,5,data
PC27,neg,6,machine learning
PC27,neg,7,quality
PC27,neg,8,skills
PC27,neg,9,national
PC27,neg,10,science
PC27,neg,11,2019
PC27,neg,12,states
PC27,neg,13,united
PC27,neg,14,2018
PC27,neg,15,caused
PC27,neg,16,law
PC27,neg,17,la
PC27,neg,18,article
PC27,neg,19,science technology
PC27,neg,20,united states
PC27,neg,21,guideline
PC27,neg,22,standards
PC27,neg,23,safety
PC27,neg,24,technology
PC27,neg,25,quality management
PC27,neg,26,damage caused
PC27,neg,27,sharing
PC27,neg,28,civil
PC27,neg,29,health
PC27,neg,30,australia
PC28,pos,1,generative
PC28,pos,2,models
PC28,pos,3,generative ai
PC28,pos,4,information
PC28,pos,5,research
PC28,pos,6,security
PC28,pos,7,rights
PC28,pos,8,online
PC28,pos,9,united
PC28,pos,10,foundation
PC28,pos,11,united states
PC28,pos,12,science
PC28,pos,13,states
PC28,pos,14,foundation models
PC28,pos,15,human
PC28,pos,16,language
PC28,pos,17,human rights
PC28,pos,18,technology
PC28,pos,19,content
PC28,pos,20,federal
PC28,pos,21,open
PC28,pos,22,privacy
PC28,pos,23,data
PC28,pos,24,2019
PC28,pos,25,model
PC28,pos,26,users
PC28,pos,27,ai models
PC28,pos,28,ser
PC28,pos,29,sec
PC28,pos,30,australia
PC28,neg,1,health
PC28,neg,2,quality
PC28,neg,3,personal data
PC28,neg,4,defense
PC28,neg,5,personal
PC28,neg,6,machine learning
PC28,neg,7,uk
PC28,neg,8,machine
PC28,neg,9,learning
PC28,neg,10,care
PC28,neg,11,secretary
PC28,neg,12,ai
PC28,neg,13,https
PC28,neg,14,sector
PC28,neg,15,eu
PC28,neg,16,shall
PC28,neg,17,project
PC28,neg,18,healthcare
PC28,neg,19,medical
PC28,neg,20,secretary defense
PC28,neg,21,plan
PC28,neg,22,decision
PC28,neg,23,liability
PC28,neg,24,processing
PC28,neg,25,military
PC28,neg,26,strategy
PC28,neg,27,controller
PC28,neg,28,gov uk
PC28,neg,29,damage
PC28,neg,30,industrial
PC29,pos,1,liability
PC29,pos,2,damage
PC29,pos,3,la
PC29,pos,4,systems
PC29,pos,5,du
PC29,pos,6,vehicle
PC29,pos,7,research
PC29,pos,8,donnees
PC29,pos,9,ou
PC29,pos,10,le
PC29,pos,11,caractere
PC29,pos,12,traitement
PC29,pos,13,caractere personnel
PC29,pos,14,donnees caractere
PC29,pos,15,des
PC29,pos,16,vehicles
PC29,pos,17,cyber
PC29,pos,18,caused
PC29,pos,19,que
PC29,pos,20,damage caused
PC29,pos,21,article
PC29,pos,22,skills
PC29,pos,23,les
PC29,pos,24,personne
PC29,pos,25,education
PC29,pos,26,automated
PC29,pos,27,security
PC29,pos,28,digital
PC29,pos,29,fault
PC29,pos,30,personnel
PC29,neg,1,health
PC29,neg,2,del
PC29,neg,3,servicio
PC29,neg,4,united
PC29,neg,5,care
PC29,neg,6,states
PC29,neg,7,nacional
PC29,neg,8,united states
PC29,neg,9,transformacion
PC29,neg,10,transformacion digital
PC29,neg,11,2019
PC29,neg,12,quality
PC29,neg,13,rights
PC29,neg,14,indicador
PC29,neg,15,2018
PC29,neg,16,machine
PC29,neg,17,machine learning
PC29,neg,18,del servicio
PC29,neg,19,gobierno
PC29,neg,20,human rights
PC29,neg,21,human
PC29,neg,22,pcm
PC29,neg,23,learning
PC29,neg,24,social
PC29,neg,25,medical
PC29,neg,26,international
PC29,neg,27,countries
PC29,neg,28,san
PC29,neg,29,global
PC29,neg,30,secretaria
PC30,pos,1,decision
PC30,pos,2,decision making
PC30,pos,3,making
PC30,pos,4,defense
PC30,pos,5,human
PC30,pos,6,digital
PC30,pos,7,2018
PC30,pos,8,2019
PC30,pos,9,research
PC30,pos,10,algorithmic
PC30,pos,11,la
PC30,pos,12,automated
PC30,pos,13,san
PC30,pos,14,decisions
PC30,pos,15,bias
PC30,pos,16,jose
PC30,pos,17,san jose
PC30,pos,18,technologies
PC30,pos,19,systems
PC30,pos,20,publication
PC30,pos,21,rights
PC30,pos,22,transformation
PC30,pos,23,digital transformation
PC30,pos,24,human rights
PC30,pos,25,trademark
PC30,pos,26,class
PC30,pos,27,application
PC30,pos,28,algorithmic decision
PC30,pos,29,law
PC30,pos,30,bias algorithmic
PC30,neg,1,online
PC30,neg,2,generative
PC30,neg,3,generative ai
PC30,neg,4,liability
PC30,neg,5,online targeting
PC30,neg,6,targeting
PC30,neg,7,information
PC30,neg,8,content
PC30,neg,9,damage
PC30,neg,10,del
PC30,neg,11,000
PC30,neg,12,quality
PC30,neg,13,education
PC30,neg,14,health
PC30,neg,15,risk
PC30,neg,16,training
PC30,neg,17,security
PC30,neg,18,servicio
PC30,neg,19,government
PC30,neg,20,risks
PC30,neg,21,uk
PC30,neg,22,regulatory
PC30,neg,23,brussels
PC30,neg,24,users
PC30,neg,25,policy
PC30,neg,26,measures
PC30,neg,27,models
PC30,neg,28,provision
PC30,neg,29,transformacion digital
PC30,neg,30,privacy
PC31,pos,1,health
PC31,pos,2,generative
PC31,pos,3,generative ai
PC31,pos,4,models
PC31,pos,5,european
PC31,pos,6,la
PC31,pos,7,care
PC31,pos,8,machine learning
PC31,pos,9,science
PC31,pos,10,du
PC31,pos,11,research
PC31,pos,12,liability
PC31,pos,13,services
PC31,pos,14,donnees
PC31,pos,15,government
PC31,pos,16,ou
PC31,pos,17,digital
PC31,pos,18,foundation models
PC31,pos,19,model
PC31,pos,20,le
PC31,pos,21,innovation
PC31,pos,22,personal
PC31,pos,23,000
PC31,pos,24,foundation
PC31,pos,25,medical
PC31,pos,26,defense
PC31,pos,27,caractere
PC31,pos,28,traitement
PC31,pos,29,caractere personnel
PC31,pos,30,uk
PC31,neg,1,systems
PC31,neg,2,education
PC31,neg,3,https
PC31,neg,4,ai systems
PC31,neg,5,del
PC31,neg,6,skills
PC31,neg,7,development
PC31,neg,8,www
PC31,neg,9,https www
PC31,neg,10,vehicle
PC31,neg,11,data
PC31,neg,12,vehicles
PC31,neg,13,training
PC31,neg,14,aircraft
PC31,neg,15,plan
PC31,neg,16,air
PC31,neg,17,educational
PC31,neg,18,servicio
PC31,neg,19,ministry
PC31,neg,20,traffic
PC31,neg,21,energy
PC31,neg,22,automated
PC31,neg,23,org
PC31,neg,24,human
PC31,neg,25,project
PC31,neg,26,nacional
PC31,neg,27,administrator
PC31,neg,28,transport
PC31,neg,29,transformacion
PC31,neg,30,transformacion digital
PC32,pos,1,online
PC32,pos,2,online targeting
PC32,pos,3,targeting
PC32,pos,4,defense
PC32,pos,5,regulatory
PC32,pos,6,uk
PC32,pos,7,regulation
PC32,pos,8,eu
PC32,pos,9,risk
PC32,pos,10,protection
PC32,pos,11,content
PC32,pos,12,regulators
PC32,pos,13,platforms
PC32,pos,14,san
PC32,pos,15,regulator
PC32,pos,16,business
PC32,pos,17,application
PC32,pos,18,users
PC32,pos,19,project
PC32,pos,20,jose
PC32,pos,21,inserting
PC32,pos,22,publication
PC32,pos,23,risks
PC32,pos,24,san jose
PC32,pos,25,subsection
PC32,pos,26,requirements
PC32,pos,27,privacy
PC32,pos,28,2019
PC32,pos,29,governance
PC32,pos,30,european
PC32,neg,1,liability
PC32,neg,2,decision
PC32,neg,3,damage
PC32,neg,4,united
PC32,neg,5,united states
PC32,neg,6,decision making
PC32,neg,7,making
PC32,neg,8,states
PC32,neg,9,human
PC32,neg,10,public
PC32,neg,11,automated
PC32,neg,12,government
PC32,neg,13,generative
PC32,neg,14,https
PC32,neg,15,generative ai
PC32,neg,16,caused
PC32,neg,17,language
PC32,neg,18,models
PC32,neg,19,person
PC32,neg,20,damage caused
PC32,neg,21,vehicle
PC32,neg,22,shall
PC32,neg,23,republic
PC32,neg,24,fault
PC32,neg,25,cc
PC32,neg,26,coast
PC32,neg,27,coast guard
PC32,neg,28,guard
PC32,neg,29,sector
PC32,neg,30,liable
PC33,pos,1,du
PC33,pos,2,generative
PC33,pos,3,donnees
PC33,pos,4,generative ai
PC33,pos,5,ou
PC33,pos,6,le
PC33,pos,7,del
PC33,pos,8,traitement
PC33,pos,9,caractere
PC33,pos,10,caractere personnel
PC33,pos,11,des
PC33,pos,12,donnees caractere
PC33,pos,13,defense
PC33,pos,14,les
PC33,pos,15,personne
PC33,pos,16,servicio
PC33,pos,17,et
PC33,pos,18,du traitement
PC33,pos,19,personnel
PC33,pos,20,nacional
PC33,pos,21,public
PC33,pos,22,transformacion digital
PC33,pos,23,transformacion
PC33,pos,24,responsable
PC33,pos,25,responsable du
PC33,pos,26,indicador
PC33,pos,27,des donnees
PC33,pos,28,concernee
PC33,pos,29,une
PC33,pos,30,del servicio
PC33,neg,1,el
PC33,neg,2,que
PC33,neg,3,se
PC33,neg,4,las
PC33,neg,5,research
PC33,neg,6,united
PC33,neg,7,digital transformation
PC33,neg,8,united states
PC33,neg,9,transformation
PC33,neg,10,states
PC33,neg,11,digital
PC33,neg,12,service
PC33,neg,13,en
PC33,neg,14,online
PC33,neg,15,shall
PC33,neg,16,una
PC33,neg,17,en el
PC33,neg,18,por
PC33,neg,19,committee
PC33,neg,20,como
PC33,neg,21,indicator
PC33,neg,22,uk
PC33,neg,23,online targeting
PC33,neg,24,companies
PC33,neg,25,targeting
PC33,neg,26,es
PC33,neg,27,services
PC33,neg,28,lo
PC33,neg,29,members
PC33,neg,30,ai
PC34,pos,1,generative
PC34,pos,2,defense
PC34,pos,3,generative ai
PC34,pos,4,liability
PC34,pos,5,ministry
PC34,pos,6,damage
PC34,pos,7,department
PC34,pos,8,national
PC34,pos,9,lowprop
PC34,pos,10,el
PC34,pos,11,technology
PC34,pos,12,fiscal year
PC34,pos,13,fiscal
PC34,pos,14,department defense
PC34,pos,15,secretary defense
PC34,pos,16,law
PC34,pos,17,energy
PC34,pos,18,subsection
PC34,pos,19,national defense
PC34,pos,20,inserting
PC34,pos,21,office
PC34,pos,22,governance
PC34,pos,23,paragraph
PC34,pos,24,year
PC34,pos,25,secretary
PC34,pos,26,cyber
PC34,pos,27,lowprop lowprop
PC34,pos,28,act fiscal
PC34,pos,29,science
PC34,pos,30,model
PC34,neg,1,united
PC34,neg,2,states
PC34,neg,3,united states
PC34,neg,4,du
PC34,neg,5,donnees
PC34,neg,6,ou
PC34,neg,7,le
PC34,neg,8,traitement
PC34,neg,9,caractere
PC34,neg,10,caractere personnel
PC34,neg,11,donnees caractere
PC34,neg,12,des
PC34,neg,13,coast guard
PC34,neg,14,coast
PC34,neg,15,research
PC34,neg,16,guard
PC34,neg,17,title
PC34,neg,18,les
PC34,neg,19,personne
PC34,neg,20,du traitement
PC34,neg,21,states code
PC34,neg,22,et
PC34,neg,23,personnel
PC34,neg,24,code
PC34,neg,25,responsable du
PC34,neg,26,vessel
PC34,neg,27,online
PC34,neg,28,administrator
PC34,neg,29,responsable
PC34,neg,30,concernee
PC35,pos,1,government
PC35,pos,2,information
PC35,pos,3,models
PC35,pos,4,federal
PC35,pos,5,education
PC35,pos,6,decision
PC35,pos,7,australia
PC35,pos,8,australian
PC35,pos,9,technology
PC35,pos,10,agencies
PC35,pos,11,agency
PC35,pos,12,services
PC35,pos,13,personal
PC35,pos,14,foundation
PC35,pos,15,management
PC35,pos,16,eu
PC35,pos,17,standards
PC35,pos,18,business
PC35,pos,19,learning
PC35,pos,20,office
PC35,pos,21,000
PC35,pos,22,foundation models
PC35,pos,23,administration
PC35,pos,24,personal data
PC35,pos,25,decision making
PC35,pos,26,local
PC35,pos,27,support
PC35,pos,28,making
PC35,pos,29,european
PC35,pos,30,act
PC35,neg,1,online
PC35,neg,2,research
PC35,neg,3,scientific
PC35,neg,4,data
PC35,neg,5,people
PC35,neg,6,online targeting
PC35,neg,7,liability
PC35,neg,8,targeting
PC35,neg,9,damage
PC35,neg,10,systems
PC35,neg,11,google
PC35,neg,12,translated
PC35,neg,13,machine translated
PC35,neg,14,translated google
PC35,neg,15,social
PC35,neg,16,amakuru
PC35,neg,17,force
PC35,neg,18,uk
PC35,neg,19,defense
PC35,neg,20,indicator
PC35,neg,21,transformation
PC35,neg,22,serbia
PC35,neg,23,ai systems
PC35,neg,24,digital transformation
PC35,neg,25,air
PC35,neg,26,2019
PC35,neg,27,society
PC35,neg,28,human
PC35,neg,29,generative
PC35,neg,30,risks
PC36,pos,1,generative
PC36,pos,2,generative ai
PC36,pos,3,air
PC36,pos,4,science
PC36,pos,5,aircraft
PC36,pos,6,lowprop
PC36,pos,7,shall
PC36,pos,8,administrator
PC36,pos,9,force
PC36,pos,10,safety
PC36,pos,11,sec
PC36,pos,12,vehicle
PC36,pos,13,lowprop lowprop
PC36,pos,14,air force
PC36,pos,15,scientific
PC36,pos,16,traffic
PC36,pos,17,aviation
PC36,pos,18,vehicles
PC36,pos,19,committee
PC36,pos,20,serbia
PC36,pos,21,service
PC36,pos,22,australia
PC36,pos,23,space
PC36,pos,24,automated
PC36,pos,25,transportation
PC36,pos,26,republic serbia
PC36,pos,27,coast guard
PC36,pos,28,coast
PC36,pos,29,administrator shall
PC36,pos,30,program
PC36,neg,1,defense
PC36,neg,2,states
PC36,neg,3,united
PC36,neg,4,united states
PC36,neg,5,security
PC36,neg,6,damage
PC36,neg,7,liability
PC36,neg,8,law
PC36,neg,9,models
PC36,neg,10,national
PC36,neg,11,online
PC36,neg,12,cyber
PC36,neg,13,training
PC36,neg,14,article
PC36,neg,15,health
PC36,neg,16,000
PC36,neg,17,military
PC36,neg,18,computing
PC36,neg,19,state
PC36,neg,20,ministry
PC36,neg,21,targeting
PC36,neg,22,online targeting
PC36,neg,23,department
PC36,neg,24,rights
PC36,neg,25,project
PC36,neg,26,language
PC36,neg,27,sector
PC36,neg,28,model
PC36,neg,29,secretary defense
PC36,neg,30,aid
PC37,pos,1,public
PC37,pos,2,amakuru
PC37,pos,3,european
PC37,pos,4,eu
PC37,pos,5,services
PC37,pos,6,service
PC37,pos,7,personal
PC37,pos,8,systems
PC37,pos,9,personal data
PC37,pos,10,force
PC37,pos,11,cyangwa
PC37,pos,12,online
PC37,pos,13,mu
PC37,pos,14,public sector
PC37,pos,15,bwite
PC37,pos,16,vehicle
PC37,pos,17,sector
PC37,pos,18,online targeting
PC37,pos,19,targeting
PC37,pos,20,people
PC37,pos,21,automated
PC37,pos,22,amakuru bwite
PC37,pos,23,administration
PC37,pos,24,private
PC37,pos,25,defense
PC37,pos,26,vehicles
PC37,pos,27,ec
PC37,pos,28,public administration
PC37,pos,29,language
PC37,pos,30,human
PC37,neg,1,lowprop
PC37,neg,2,lowprop lowprop
PC37,neg,3,health
PC37,neg,4,digital
PC37,neg,5,data
PC37,neg,6,security
PC37,neg,7,regulatory
PC37,neg,8,governance
PC37,neg,9,zero lowprop
PC37,neg,10,lowprop zero
PC37,neg,11,risk
PC37,neg,12,innovation
PC37,neg,13,australia
PC37,neg,14,model
PC37,neg,15,project
PC37,neg,16,zero
PC37,neg,17,framework
PC37,neg,18,risks
PC37,neg,19,care
PC37,neg,20,strategy
PC37,neg,21,ser
PC37,neg,22,principles
PC37,neg,23,sec
PC37,neg,24,2023
PC37,neg,25,australian
PC37,neg,26,measures
PC37,neg,27,economy
PC37,neg,28,measure
PC37,neg,29,damage
PC37,neg,30,https
PC38,pos,1,amakuru
PC38,pos,2,cyangwa
PC38,pos,3,generative
PC38,pos,4,health
PC38,pos,5,mu
PC38,pos,6,generative ai
PC38,pos,7,bwite
PC38,pos,8,models
PC38,pos,9,amakuru bwite
PC38,pos,10,uk
PC38,pos,11,development
PC38,pos,12,force
PC38,pos,13,air
PC38,pos,14,bias
PC38,pos,15,umugenzuzi amakuru
PC38,pos,16,umugenzuzi
PC38,pos,17,ku
PC38,pos,18,training
PC38,pos,19,nyiri
PC38,pos,20,international
PC38,pos,21,ubwite
PC38,pos,22,nyiri ubwite
PC38,pos,23,strategy
PC38,pos,24,algorithmic
PC38,pos,25,research
PC38,pos,26,care
PC38,pos,27,protection
PC38,pos,28,government
PC38,pos,29,standards
PC38,pos,30,utunganya
PC38,neg,1,lowprop
PC38,neg,2,science
PC38,neg,3,public
PC38,neg,4,information
PC38,neg,5,online
PC38,neg,6,lowprop lowprop
PC38,neg,7,people
PC38,neg,8,technology
PC38,neg,9,ministry
PC38,neg,10,companies
PC38,neg,11,services
PC38,neg,12,sector
PC38,neg,13,australia
PC38,neg,14,public sector
PC38,neg,15,human
PC38,neg,16,targeting
PC38,neg,17,australian
PC38,neg,18,online targeting
PC38,neg,19,year
PC38,neg,20,report
PC38,neg,21,ai
PC38,neg,22,zero lowprop
PC38,neg,23,act
PC38,neg,24,lowprop zero
PC38,neg,25,project
PC38,neg,26,2020
PC38,neg,27,service
PC38,neg,28,science technology
PC38,neg,29,figure
PC38,neg,30,human rights
PC39,pos,1,amakuru
