pc,side,rank,term
PC19,neg,23,industry
PC19,neg,24,machine learning
PC19,neg,25,provision
PC19,neg,26,amendment
PC19,neg,27,quality
PC19,neg,28,digital skills
PC19,neg,29,states code
PC19,neg,30,technology
PC20,pos,1,ministry
PC20,pos,2,health
PC20,pos,3,coast guard
PC20,pos,4,coast
PC20,pos,5,government
PC20,pos,6,public
PC20,pos,7,guard
PC20,pos,8,ministry education
PC20,pos,9,generative
PC20,pos,10,education
PC20,pos,11,generative ai
PC20,pos,12,use
PC20,pos,13,services
PC20,pos,14,care
PC20,pos,15,inserting
PC20,pos,16,development
PC20,pos,17,administration
PC20,pos,18,educational
PC20,pos,19,provision
PC20,pos,20,data
PC20,pos,21,senate
PC20,pos,22,republic
PC20,pos,23,contained
PC20,pos,24,sports
PC20,pos,25,striking
PC20,pos,26,house
PC20,pos,27,service
PC20,pos,28,social
PC20,pos,29,united
PC20,pos,30,amended
PC20,neg,1,skills
PC20,neg,2,defense
PC20,neg,3,applicant
PC20,neg,4,assessment
PC20,neg,5,idps
PC20,neg,6,level
PC20,neg,7,training
PC20,neg,8,authority
PC20,neg,9,tarf
PC20,neg,10,recognition
PC20,neg,11,digital skills
PC20,neg,12,taaf
PC20,neg,13,assessment level
PC20,neg,14,programme
PC20,neg,15,research
PC20,neg,16,personal data
PC20,neg,17,article
PC20,neg,18,mdia
PC20,neg,19,personal
PC20,neg,20,official recognition
PC20,neg,21,application
PC20,neg,22,secretary defense
PC20,neg,23,jobs
PC20,neg,24,processing
PC20,neg,25,eu
PC20,neg,26,secretary
PC20,neg,27,ireland
PC20,neg,28,university
PC20,neg,29,technical expert
PC20,neg,30,department defense
PC21,pos,1,applicant
PC21,pos,2,research
PC21,pos,3,authority
PC21,pos,4,digital
PC21,pos,5,idps
PC21,pos,6,science
PC21,pos,7,recognition
PC21,pos,8,tarf
PC21,pos,9,taaf
PC21,pos,10,ministry
PC21,pos,11,assessment level
PC21,pos,12,section
PC21,pos,13,level
PC21,pos,14,assessment
PC21,pos,15,data
PC21,pos,16,education
PC21,pos,17,mdia
PC21,pos,18,official recognition
PC21,pos,19,national
PC21,pos,20,digital skills
PC21,pos,21,inserting
PC21,pos,22,research innovation
PC21,pos,23,act
PC21,pos,24,technology
PC21,pos,25,technical expert
PC21,pos,26,innovation
PC21,pos,27,contained
PC21,pos,28,uk
PC21,pos,29,systems
PC21,pos,30,provision
PC21,neg,1,defense
PC21,neg,2,health
PC21,neg,3,armed
PC21,neg,4,brussels
PC21,neg,5,military
PC21,neg,6,services
PC21,neg,7,forces
PC21,neg,8,training
PC21,neg,9,people
PC21,neg,10,human
PC21,neg,11,secretary
PC21,neg,12,armed forces
PC21,neg,13,google
PC21,neg,14,translated
PC21,neg,15,translated google
PC21,neg,16,machine translated
PC21,neg,17,care
PC21,neg,18,australia
PC21,neg,19,personal data
PC21,neg,20,social
PC21,neg,21,companies
PC21,neg,22,personal
PC21,neg,23,economic
PC21,neg,24,machine
PC21,neg,25,number
PC21,neg,26,human rights
PC21,neg,27,2018
PC21,neg,28,australian
PC21,neg,29,rights
PC21,neg,30,secretary defense
PC22,pos,1,university
PC22,pos,2,coast guard
PC22,pos,3,coast
PC22,pos,4,health
PC22,pos,5,guard
PC22,pos,6,digital
PC22,pos,7,professor
PC22,pos,8,information
PC22,pos,9,la
PC22,pos,10,project
PC22,pos,11,applicant
PC22,pos,12,care
PC22,pos,13,application
PC22,pos,14,generative
PC22,pos,15,institute
PC22,pos,16,director
PC22,pos,17,services
PC22,pos,18,el
PC22,pos,19,nairr
PC22,pos,20,nsf
PC22,pos,21,language
PC22,pos,22,generative ai
PC22,pos,23,shall
PC22,pos,24,center
PC22,pos,25,students
PC22,pos,26,recognition
PC22,pos,27,medical
PC22,pos,28,applications
PC22,pos,29,school
PC22,pos,30,access
PC22,neg,1,education
PC22,neg,2,european
PC22,neg,3,defense
PC22,neg,4,eu
PC22,neg,5,ministry
PC22,neg,6,quality
PC22,neg,7,uk
PC22,neg,8,innovation
PC22,neg,9,higher
PC22,neg,10,risk
PC22,neg,11,higher education
PC22,neg,12,decision
PC22,neg,13,section
PC22,neg,14,decision making
PC22,neg,15,research innovation
PC22,neg,16,regulation
PC22,neg,17,inserting
PC22,neg,18,skills
PC22,neg,19,making
PC22,neg,20,protection
PC22,neg,21,data protection
PC22,neg,22,striking
PC22,neg,23,external quality
PC22,neg,24,europe
PC22,neg,25,government
PC22,neg,26,horizon
PC22,neg,27,impact
PC22,neg,28,liability
PC22,neg,29,rights
PC22,neg,30,external
PC23,pos,1,coast guard
PC23,pos,2,coast
PC23,pos,3,guard
PC23,pos,4,assessment
PC23,pos,5,committee
PC23,pos,6,risk
PC23,pos,7,report
PC23,pos,8,https
PC23,pos,9,security
PC23,pos,10,eu
PC23,pos,11,european
PC23,pos,12,impact
PC23,pos,13,transportation
PC23,pos,14,serbia
PC23,pos,15,development
PC23,pos,16,states
PC23,pos,17,vessel
PC23,pos,18,republic
PC23,pos,19,united
PC23,pos,20,risks
PC23,pos,21,personal data
PC23,pos,22,systems
PC23,pos,23,science
PC23,pos,24,level
PC23,pos,25,united states
PC23,pos,26,org
PC23,pos,27,personal
PC23,pos,28,republic serbia
PC23,pos,29,commandant
PC23,pos,30,protection
PC23,neg,1,section
PC23,neg,2,law
PC23,neg,3,university
PC23,neg,4,inserting
PC23,neg,5,public
PC23,neg,6,article
PC23,neg,7,striking
PC23,neg,8,amended
PC23,neg,9,decision
PC23,neg,10,defense
PC23,neg,11,government
PC23,neg,12,title
PC23,neg,13,australian
PC23,neg,14,act
PC23,neg,15,aid
PC23,neg,16,professor
PC23,neg,17,fiscal year
PC23,neg,18,uk
PC23,neg,19,decision making
PC23,neg,20,fiscal
PC23,neg,21,administrative
PC23,neg,22,ai
PC23,neg,23,sec
PC23,neg,24,subsection
PC23,neg,25,director
PC23,neg,26,title 10
PC23,neg,27,act fiscal
PC23,neg,28,public law
PC23,neg,29,making
PC23,neg,30,digital
PC24,pos,1,research
PC24,pos,2,european
PC24,pos,3,eu
PC24,pos,4,systems
PC24,pos,5,liability
PC24,pos,6,inserting
PC24,pos,7,digital
PC24,pos,8,risk
PC24,pos,9,scientific
PC24,pos,10,data
PC24,pos,11,la
PC24,pos,12,health
PC24,pos,13,striking
PC24,pos,14,models
PC24,pos,15,el
PC24,pos,16,horizon
PC24,pos,17,en
PC24,pos,18,europe
PC24,pos,19,section
PC24,pos,20,amended
PC24,pos,21,2020
PC24,pos,22,methods
PC24,pos,23,ai systems
PC24,pos,24,states
PC24,pos,25,used
PC24,pos,26,las
PC24,pos,27,title
PC24,pos,28,technologies
PC24,pos,29,tools
PC24,pos,30,educational
PC24,neg,1,ministry
PC24,neg,2,government
PC24,neg,3,uk
PC24,neg,4,quality
PC24,neg,5,shall
PC24,neg,6,personal data
PC24,neg,7,ai
PC24,neg,8,applicant
PC24,neg,9,authority
PC24,neg,10,personal
PC24,neg,11,external quality
PC24,neg,12,public
PC24,neg,13,training
PC24,neg,14,skills
PC24,neg,15,industry
PC24,neg,16,machine learning
PC24,neg,17,committee
PC24,neg,18,coast guard
PC24,neg,19,coast
PC24,neg,20,gov uk
PC24,neg,21,sector
PC24,neg,22,external
PC24,neg,23,guard
PC24,neg,24,machine
PC24,neg,25,australia
PC24,neg,26,australian
PC24,neg,27,idps
PC24,neg,28,report
PC24,neg,29,strategy
PC24,neg,30,learning elements
PC25,pos,1,research
PC25,pos,2,decision
PC25,pos,3,coast guard
PC25,pos,4,coast
PC25,pos,5,european
PC25,pos,6,guard
PC25,pos,7,digital
PC25,pos,8,digital skills
PC25,pos,9,eu
PC25,pos,10,decision making
PC25,pos,11,liability
PC25,pos,12,making
PC25,pos,13,shall
PC25,pos,14,skills
PC25,pos,15,armed
PC25,pos,16,data
PC25,pos,17,report
PC25,pos,18,health
PC25,pos,19,university
PC25,pos,20,research innovation
PC25,pos,21,secretary
PC25,pos,22,committee
PC25,pos,23,article
PC25,pos,24,care
PC25,pos,25,program
PC25,pos,26,pilot program
PC25,pos,27,members
PC25,pos,28,pilot
PC25,pos,29,council
PC25,pos,30,uk
PC25,neg,1,security
PC25,neg,2,united
PC25,neg,3,united states
PC25,neg,4,inserting
PC25,neg,5,technology
PC25,neg,6,states
PC25,neg,7,recognition
PC25,neg,8,cyber
PC25,neg,9,striking
PC25,neg,10,applicant
PC25,neg,11,amended
PC25,neg,12,idps
PC25,neg,13,development
PC25,neg,14,personal data
PC25,neg,15,personal
PC25,neg,16,https
PC25,neg,17,title
PC25,neg,18,section
PC25,neg,19,technologies
PC25,neg,20,information
PC25,neg,21,tarf
PC25,neg,22,country
PC25,neg,23,china
PC25,neg,24,taaf
PC25,neg,25,vietnam
PC25,neg,26,authority
PC25,neg,27,2017
PC25,neg,28,global
PC25,neg,29,infrastructure
PC25,neg,30,org
PC26,pos,1,ministry
PC26,pos,2,health
PC26,pos,3,data
PC26,pos,4,applicant
PC26,pos,5,australia
PC26,pos,6,authority
PC26,pos,7,idps
PC26,pos,8,australian
PC26,pos,9,recognition
PC26,pos,10,level
PC26,pos,11,tarf
PC26,pos,12,european
PC26,pos,13,taaf
PC26,pos,14,armed
PC26,pos,15,eu
PC26,pos,16,assessment level
PC26,pos,17,military
PC26,pos,18,care
PC26,pos,19,liability
PC26,pos,20,defense
PC26,pos,21,generative
PC26,pos,22,medical
PC26,pos,23,ministry education
PC26,pos,24,2019
PC26,pos,25,generative ai
PC26,pos,26,forces
PC26,pos,27,armed forces
PC26,pos,28,assessment
PC26,pos,29,official recognition
PC26,pos,30,2020
PC26,neg,1,research
PC26,neg,2,federal
PC26,neg,3,training
PC26,neg,4,security
PC26,neg,5,nsf
PC26,neg,6,uk
PC26,neg,7,nairr
PC26,neg,8,decision
PC26,neg,9,activities
PC26,neg,10,national
PC26,neg,11,gov
PC26,neg,12,agencies
PC26,neg,13,public
PC26,neg,14,programs
PC26,neg,15,plan
PC26,neg,16,decision making
PC26,neg,17,skills
PC26,neg,18,aid
PC26,neg,19,human
PC26,neg,20,https www
PC26,neg,21,aircraft
PC26,neg,22,scientific
PC26,neg,23,digital skills
PC26,neg,24,promote
PC26,neg,25,gov uk
PC26,neg,26,www
PC26,neg,27,systems
PC26,neg,28,algorithmic
PC26,neg,29,privacy
PC26,neg,30,entity
PC27,pos,1,la
PC27,pos,2,el
PC27,pos,3,las
PC27,pos,4,en
PC27,pos,5,del
PC27,pos,6,que
PC27,pos,7,los
PC27,pos,8,para
PC27,pos,9,health
PC27,pos,10,como
PC27,pos,11,en el
PC27,pos,12,decision
PC27,pos,13,transformacion
PC27,pos,14,science
PC27,pos,15,en la
PC27,pos,16,transformacion digital
PC27,pos,17,nacional
PC27,pos,18,una
PC27,pos,19,decision making
PC27,pos,20,para la
PC27,pos,21,principal
PC27,pos,22,making
PC27,pos,23,se
PC27,pos,24,ministry
PC27,pos,25,digitales
PC27,pos,26,higher
PC27,pos,27,liability
PC27,pos,28,care
PC27,pos,29,higher education
PC27,pos,30,people
PC27,neg,1,generative
PC27,neg,2,generative ai
PC27,neg,3,australian
PC27,neg,4,australia
PC27,neg,5,data
PC27,neg,6,dp
PC27,neg,7,european
PC27,neg,8,eu
PC27,neg,9,project
PC27,neg,10,students
PC27,neg,11,schools
PC27,neg,12,submissions
PC27,neg,13,teachers
PC27,neg,14,aid
PC27,neg,15,states
PC27,neg,16,united
PC27,neg,17,united states
PC27,neg,18,tools
PC27,neg,19,educational
PC27,neg,20,teaching
PC27,neg,21,dp submissions
PC27,neg,22,technologies
PC27,neg,23,privacy
PC27,neg,24,digital technologies
PC27,neg,25,boe
PC27,neg,26,submission
PC27,neg,27,security
PC27,neg,28,cyber
PC27,neg,29,2020
PC27,neg,30,student
PC28,pos,1,health
PC28,pos,2,liability
PC28,pos,3,university
PC28,pos,4,science
PC28,pos,5,damage
PC28,pos,6,professor
PC28,pos,7,skills
PC28,pos,8,ministry
PC28,pos,9,care
PC28,pos,10,director
PC28,pos,11,medical
PC28,pos,12,security
PC28,pos,13,systems
PC28,pos,14,national
PC28,pos,15,cyber
PC28,pos,16,caused
PC28,pos,17,article
PC28,pos,18,liable
PC28,pos,19,people
PC28,pos,20,damage caused
PC28,pos,21,risk
PC28,pos,22,healthcare
PC28,pos,23,digital skills
PC28,pos,24,law
PC28,pos,25,social
PC28,pos,26,cybersecurity
PC28,pos,27,president
PC28,pos,28,children
PC28,pos,29,institute
PC28,pos,30,https
PC28,neg,1,la
PC28,neg,2,generative
PC28,neg,3,generative ai
PC28,neg,4,el
PC28,neg,5,australian
PC28,neg,6,australia
PC28,neg,7,las
PC28,neg,8,en
PC28,neg,9,del
PC28,neg,10,human rights
PC28,neg,11,dp
PC28,neg,12,que
PC28,neg,13,rights
PC28,neg,14,research
PC28,neg,15,los
PC28,neg,16,government
PC28,neg,17,submissions
PC28,neg,18,para
PC28,neg,19,como
PC28,neg,20,serbia
PC28,neg,21,project
PC28,neg,22,schools
PC28,neg,23,students
PC28,neg,24,program
PC28,neg,25,projects
PC28,neg,26,republic
PC28,neg,27,dp submissions
PC28,neg,28,en el
PC28,neg,29,australian government
PC28,neg,30,transformacion
PC29,pos,1,liability
PC29,pos,2,education
PC29,pos,3,damage
PC29,pos,4,la
PC29,pos,5,eu
PC29,pos,6,article
PC29,pos,7,australia
PC29,pos,8,security
PC29,pos,9,civil
PC29,pos,10,liable
PC29,pos,11,australian
PC29,pos,12,federal
PC29,pos,13,european
PC29,pos,14,caused
PC29,pos,15,damage caused
PC29,pos,16,el
PC29,pos,17,safety
PC29,pos,18,teachers
PC29,pos,19,standards
PC29,pos,20,government
PC29,pos,21,educational
PC29,pos,22,schools
PC29,pos,23,fault
PC29,pos,24,rules
PC29,pos,25,las
PC29,pos,26,higher education
PC29,pos,27,higher
PC29,pos,28,cyber
PC29,pos,29,vicarious
PC29,pos,30,en
PC29,neg,1,decision
PC29,neg,2,serbia
PC29,neg,3,decision making
PC29,neg,4,making
PC29,neg,5,human
PC29,neg,6,science
PC29,neg,7,scientific
PC29,neg,8,republic serbia
PC29,neg,9,republic
PC29,neg,10,skills
PC29,neg,11,digital skills
PC29,neg,12,inserting
PC29,neg,13,digital
PC29,neg,14,bias
PC29,neg,15,algorithmic
PC29,neg,16,university
PC29,neg,17,striking
PC29,neg,18,automated
PC29,neg,19,algorithms
PC29,neg,20,decisions
PC29,neg,21,development
PC29,neg,22,people
PC29,neg,23,machine
PC29,neg,24,google
PC29,neg,25,automated decision
PC29,neg,26,measure
PC29,neg,27,machine translated
PC29,neg,28,translated
PC29,neg,29,translated google
PC29,neg,30,scientific research
PC30,pos,1,ministry
PC30,pos,2,skills
PC30,pos,3,cyber
PC30,pos,4,generative
PC30,pos,5,generative ai
PC30,pos,6,decision
PC30,pos,7,liability
PC30,pos,8,data
PC30,pos,9,automated
PC30,pos,10,la
PC30,pos,11,ministry education
PC30,pos,12,cybersecurity
PC30,pos,13,digital skills
PC30,pos,14,decision making
PC30,pos,15,article
PC30,pos,16,industry
PC30,pos,17,science
PC30,pos,18,making
PC30,pos,19,serbia
PC30,pos,20,el
PC30,pos,21,republic
PC30,pos,22,damage
PC30,pos,23,vietnam
PC30,pos,24,jobs
PC30,pos,25,coast guard
PC30,pos,26,economy
PC30,pos,27,coast
PC30,pos,28,guard
PC30,pos,29,training
PC30,pos,30,workers
PC30,neg,1,health
PC30,neg,2,public
PC30,neg,3,military
PC30,neg,4,armed
PC30,neg,5,armed forces
PC30,neg,6,forces
PC30,neg,7,research
PC30,neg,8,services
PC30,neg,9,members
PC30,neg,10,care
PC30,neg,11,recognition
PC30,neg,12,education
PC30,neg,13,quality
PC30,neg,14,educational
PC30,neg,15,higher education
PC30,neg,16,medical
PC30,neg,17,policy
PC30,neg,18,rights
PC30,neg,19,members armed
PC30,neg,20,idps
PC30,neg,21,higher
PC30,neg,22,service
PC30,neg,23,ethics
PC30,neg,24,applicant
PC30,neg,25,institutions
PC30,neg,26,government
PC30,neg,27,tarf
PC30,neg,28,brussels
PC30,neg,29,digital
PC30,neg,30,personal data
PC31,pos,1,generative
PC31,pos,2,generative ai
PC31,pos,3,uk
PC31,pos,4,research
PC31,pos,5,personal
PC31,pos,6,personal data
PC31,pos,7,government
PC31,pos,8,liability
PC31,pos,9,use generative
PC31,pos,10,states
PC31,pos,11,united
PC31,pos,12,innovation
PC31,pos,13,digital
PC31,pos,14,united states
PC31,pos,15,tools
PC31,pos,16,research innovation
PC31,pos,17,ai tools
PC31,pos,18,ireland
PC31,pos,19,policy
PC31,pos,20,protection
PC31,pos,21,damage
PC31,pos,22,impact
PC31,pos,23,students
PC31,pos,24,programme
PC31,pos,25,learning
PC31,pos,26,protection personal
PC31,pos,27,professor
PC31,pos,28,director
PC31,pos,29,canada
PC31,pos,30,online
PC31,neg,1,data
PC31,neg,2,australia
PC31,neg,3,training
PC31,neg,4,australian
PC31,neg,5,dp
PC31,neg,6,program
PC31,neg,7,human rights
PC31,neg,8,human
PC31,neg,9,submissions
PC31,neg,10,education
PC31,neg,11,development
PC31,neg,12,programs
PC31,neg,13,2020
PC31,neg,14,rights
PC31,neg,15,pilot
PC31,neg,16,dp submissions
PC31,neg,17,standards
PC31,neg,18,2019
PC31,neg,19,trustworthy
PC31,neg,20,project
PC31,neg,21,submission
PC31,neg,22,https
PC31,neg,23,management
PC31,neg,24,trustworthy ai
PC31,neg,25,activities
PC31,neg,26,vocational
PC31,neg,27,pilot program
PC31,neg,28,ai
PC31,neg,29,inserting
PC31,neg,30,ethics
PC32,pos,1,research
PC32,pos,2,ministry
PC32,pos,3,health
PC32,pos,4,https
PC32,pos,5,pilot
PC32,pos,6,personal data
PC32,pos,7,processing
PC32,pos,8,program
PC32,pos,9,risk
PC32,pos,10,personal
PC32,pos,11,shall
PC32,pos,12,innovation
PC32,pos,13,industry
PC32,pos,14,org
PC32,pos,15,nairr
PC32,pos,16,pilot program
PC32,pos,17,aircraft
PC32,pos,18,australia
PC32,pos,19,nsf
PC32,pos,20,medical
PC32,pos,21,air
PC32,pos,22,funding
PC32,pos,23,australian
PC32,pos,24,services
PC32,pos,25,www
PC32,pos,26,research innovation
PC32,pos,27,impact
PC32,pos,28,section
PC32,pos,29,federal
PC32,pos,30,systems
PC32,neg,1,university
PC32,neg,2,professor
PC32,neg,3,serbia
PC32,neg,4,republic
PC32,neg,5,united
PC32,neg,6,states
PC32,neg,7,data
PC32,neg,8,cyber
PC32,neg,9,united states
PC32,neg,10,uk
PC32,neg,11,science
PC32,neg,12,scientific
PC32,neg,13,liability
PC32,neg,14,republic serbia
PC32,neg,15,defense
PC32,neg,16,school
PC32,neg,17,ethics
PC32,neg,18,law
PC32,neg,19,director
PC32,neg,20,sharing
PC32,neg,21,ethical
PC32,neg,22,gov uk
PC32,neg,23,data sharing
PC32,neg,24,public
PC32,neg,25,european
PC32,neg,26,trust
PC32,neg,27,la
PC32,neg,28,institute
PC32,neg,29,educational
PC32,neg,30,public sector
PC33,pos,1,skills
PC33,pos,2,data
PC33,pos,3,training
PC33,pos,4,generative
PC33,pos,5,generative ai
PC33,pos,6,science
PC33,pos,7,digital skills
PC33,pos,8,risk
PC33,pos,9,armed
PC33,pos,10,ministry
PC33,pos,11,health
PC33,pos,12,united
PC33,pos,13,armed forces
PC33,pos,14,united states
PC33,pos,15,forces
PC33,pos,16,ethics
PC33,pos,17,states
PC33,pos,18,workers
PC33,pos,19,federal
PC33,pos,20,members
PC33,pos,21,security
PC33,pos,22,policy
PC33,pos,23,scientific
PC33,pos,24,2023
PC33,pos,25,privacy
PC33,pos,26,financial
PC33,pos,27,affairs
PC33,pos,28,people
PC33,pos,29,shall
PC33,pos,30,vocational
PC33,neg,1,coast guard
PC33,neg,2,coast
PC33,neg,3,guard
PC33,neg,4,defense
PC33,neg,5,personal data
PC33,neg,6,technologies
PC33,neg,7,decision
PC33,neg,8,personal
PC33,neg,9,uk
PC33,neg,10,automated
PC33,neg,11,decision making
PC33,neg,12,liability
PC33,neg,13,teachers
PC33,neg,14,educational
PC33,neg,15,learning
PC33,neg,16,making
PC33,neg,17,processing
PC33,neg,18,digital
PC33,neg,19,infrastructure
PC33,neg,20,digital technologies
PC33,neg,21,protection
PC33,neg,22,fiscal
PC33,neg,23,fiscal year
PC33,neg,24,students
PC33,neg,25,public
PC33,neg,26,cyber
PC33,neg,27,automated decision
PC33,neg,28,teaching
PC33,neg,29,protection personal
PC33,neg,30,act fiscal
PC34,pos,1,liability
PC34,pos,2,serbia
PC34,pos,3,damage
PC34,pos,4,science
PC34,pos,5,republic serbia
PC34,pos,6,republic
PC34,pos,7,liable
PC34,pos,8,scientific
PC34,pos,9,caused
PC34,pos,10,development
PC34,pos,11,program
PC34,pos,12,damage caused
PC34,pos,13,digital
PC34,pos,14,shall
PC34,pos,15,yes
PC34,pos,16,fault
PC34,pos,17,scientific research
PC34,pos,18,vicarious
PC34,pos,19,person
PC34,pos,20,vicarious liability
PC34,pos,21,innovation
PC34,pos,22,technological development
PC34,pos,23,mpntr
PC34,pos,24,aircraft
PC34,pos,25,implementation
PC34,pos,26,australia
PC34,pos,27,measure
PC34,pos,28,uk
PC34,pos,29,pilot
PC34,pos,30,liable damage
PC34,neg,1,ministry
PC34,neg,2,university
PC34,neg,3,decision
PC34,neg,4,european
PC34,neg,5,states
PC34,neg,6,united states
PC34,neg,7,united
PC34,neg,8,decision making
PC34,neg,9,eu
PC34,neg,10,making
PC34,neg,11,automated
PC34,neg,12,education
PC34,neg,13,regulation
PC34,neg,14,security
PC34,neg,15,finland
PC34,neg,16,cyber
PC34,neg,17,europe
PC34,neg,18,automated decision
PC34,neg,19,training
PC34,neg,20,professor
PC34,neg,21,military
PC34,neg,22,universities
PC34,neg,23,aid
PC34,neg,24,affairs
PC34,neg,25,learning
PC34,neg,26,information
PC34,neg,27,administrative
PC34,neg,28,norway
PC34,neg,29,horizon
PC34,neg,30,la
PC35,pos,1,uk
PC35,pos,2,risk
PC35,pos,3,programme
PC35,pos,4,russian
PC35,pos,5,digital
PC35,pos,6,university
PC35,pos,7,professor
PC35,pos,8,educational
PC35,pos,9,russian federation
PC35,pos,10,aircraft
PC35,pos,11,federation
PC35,pos,12,air
PC35,pos,13,risks
PC35,pos,14,personal data
PC35,pos,15,impact
PC35,pos,16,project
PC35,pos,17,industry
PC35,pos,18,personal
PC35,pos,19,school
PC35,pos,20,ministry
PC35,pos,21,digital technologies
PC35,pos,22,students
PC35,pos,23,business
PC35,pos,24,measure
PC35,pos,25,administrator
PC35,pos,26,minister
PC35,pos,27,gov uk
PC35,pos,28,director
PC35,pos,29,bias
PC35,pos,30,assessment
PC35,neg,1,generative
PC35,neg,2,public
PC35,neg,3,liability
PC35,neg,4,generative ai
PC35,neg,5,cyber
PC35,neg,6,training
PC35,neg,7,cybersecurity
PC35,neg,8,human
PC35,neg,9,recognition
PC35,neg,10,skills
PC35,neg,11,national
PC35,neg,12,rights
PC35,neg,13,research
PC35,neg,14,damage
PC35,neg,15,https
PC35,neg,16,guard
PC35,neg,17,program
PC35,neg,18,nairr
PC35,neg,19,coast guard
PC35,neg,20,coast
PC35,neg,21,data
PC35,neg,22,pilot
PC35,neg,23,human rights
PC35,neg,24,authority
PC35,neg,25,security
PC35,neg,26,defense
PC35,neg,27,private
PC35,neg,28,sector
PC35,neg,29,applicant
PC35,neg,30,pilot program
PC36,pos,1,digital elements
PC36,pos,2,mity
PC36,pos,3,conf mity
PC36,pos,4,cybersecur
PC36,pos,5,conf
PC36,pos,6,cybersecur ity
PC36,pos,7,aircraft
PC36,pos,8,air
PC36,pos,9,elements
PC36,pos,10,generative
PC36,pos,11,products
PC36,pos,12,science
PC36,pos,13,ity
PC36,pos,14,force
PC36,pos,15,products digital
PC36,pos,16,generative ai
PC36,pos,17,product
PC36,pos,18,mity assessment
PC36,pos,19,higher
PC36,pos,20,higher education
PC36,pos,21,program
PC36,pos,22,automated
PC36,pos,23,regulation
PC36,pos,24,requirements
PC36,pos,25,ity requirements
PC36,pos,26,2024
PC36,pos,27,product digital
PC36,pos,28,pilot
PC36,pos,29,essential cybersecur
PC36,pos,30,aviation
PC36,neg,1,ar
PC36,neg,2,cyber
PC36,neg,3,ticle
PC36,neg,4,ar ticle
PC36,neg,5,health
PC36,neg,6,security
PC36,neg,7,risk
PC36,neg,8,commission
PC36,neg,9,ministry
PC36,neg,10,ser
PC36,neg,11,learning
PC36,neg,12,online
PC36,neg,13,project
PC36,neg,14,super
PC36,neg,15,visor
PC36,neg,16,super visor
PC36,neg,17,ser vices
PC36,neg,18,vices
PC36,neg,19,skills
PC36,neg,20,cybersecurity
PC36,neg,21,paragraph
PC36,neg,22,care
PC36,neg,23,measures
PC36,neg,24,red
PC36,neg,25,plan
PC36,neg,26,digital skills
PC36,neg,27,coast guard
PC36,neg,28,coast
PC36,neg,29,platf
PC36,neg,30,european
PC37,pos,1,ministry
PC37,pos,2,uk
PC37,pos,3,generative
PC37,pos,4,generative ai
PC37,pos,5,programme
PC37,pos,6,guard
PC37,pos,7,coast guard
PC37,pos,8,industry
PC37,pos,9,coast
PC37,pos,10,risk
PC37,pos,11,inserting
PC37,pos,12,defense
PC37,pos,13,health
PC37,pos,14,privacy
PC37,pos,15,striking
PC37,pos,16,cyber
PC37,pos,17,facial
PC37,pos,18,mity
PC37,pos,19,conf mity
PC37,pos,20,facial recognition
PC37,pos,21,risks
PC37,pos,22,conf
PC37,pos,23,digital elements
PC37,pos,24,training
PC37,pos,25,universities
PC37,pos,26,project
PC37,pos,27,cybersecur
PC37,pos,28,cybersecur ity
PC37,pos,29,design
PC37,pos,30,program
PC37,neg,1,shall
PC37,neg,2,learning
PC37,neg,3,decision
PC37,neg,4,act
PC37,neg,5,sec
PC37,neg,6,automated
PC37,neg,7,federal
PC37,neg,8,republic
PC37,neg,9,european
PC37,neg,10,data
PC37,neg,11,2018
PC37,neg,12,committee
PC37,neg,13,serbia
PC37,neg,14,decision making
PC37,neg,15,making
PC37,neg,16,strategy
PC37,neg,17,education
PC37,neg,18,bank
PC37,neg,19,report
PC37,neg,20,ar
PC37,neg,21,ai
PC37,neg,22,republic serbia
PC37,neg,23,ticle
PC37,neg,24,ar ticle
PC37,neg,25,china
PC37,neg,26,date
PC37,neg,27,financial
PC37,neg,28,oecd
PC37,neg,29,commission
PC37,neg,30,educational
PC38,pos,1,united
PC38,pos,2,united states
PC38,pos,3,states
PC38,pos,4,liability
PC38,pos,5,russian
PC38,pos,6,research
PC38,pos,7,decision
PC38,pos,8,australia
PC38,pos,9,health
PC38,pos,10,australian
PC38,pos,11,damage
PC38,pos,12,russian federation
PC38,pos,13,forces
PC38,pos,14,military
PC38,pos,15,decision making
PC38,pos,16,federation
PC38,pos,17,development
PC38,pos,18,making
PC38,pos,19,security
PC38,pos,20,armed
PC38,pos,21,armed forces
PC38,pos,22,liable
PC38,pos,23,applicant
PC38,pos,24,caused
PC38,pos,25,strategy
PC38,pos,26,processing
PC38,pos,27,china
PC38,pos,28,damage caused
PC38,pos,29,digital
PC38,pos,30,government
PC38,neg,1,public
PC38,neg,2,european
PC38,neg,3,professor
PC38,neg,4,policy
PC38,neg,5,director
PC38,neg,6,programme
PC38,neg,7,pilot
PC38,neg,8,university
PC38,neg,9,nairr
PC38,neg,10,facial
PC38,neg,11,eu
PC38,neg,12,commission
PC38,neg,13,facial recognition
PC38,neg,14,defense
PC38,neg,15,use
PC38,neg,16,2019
PC38,neg,17,finland
PC38,neg,18,online
PC38,neg,19,program
PC38,neg,20,law
PC38,neg,21,board
PC38,neg,22,doi
PC38,neg,23,pilot program
PC38,neg,24,society
PC38,neg,25,section
PC38,neg,26,aircraft
PC38,neg,27,safety
PC38,neg,28,2018
PC38,neg,29,ethics
PC38,neg,30,school
